XCoord,YCoord,START_NODE,END_NODE,EDGE,LENGTH
638813.02667308,2721898.82823691,443,507,254,5042.41264385119
635650.14247795,2720463.11516141,444,443,222,3860.79545452281
635633.41143850,2720443.07043333,445,443,223,3889.18278399249
668785.20162805,2722281.47637165,448,390,224,1815.32111108824
668785.20162805,2722281.47637165,448,449,226,23.0311352962176
668785.20162805,2722281.47637165,448,454,227,23.6506058846875
668765.90771956,2722290.79092316,449,393,225,1785.4988125948
668765.90771956,2722290.79092316,449,448,226,23.0311352962176
668765.90771956,2722290.79092316,449,455,228,28.1667767815198
668765.90771956,2722290.79092316,449,461,231,30.1908091766306
668797.61168845,2722299.51610530,454,448,227,23.6506058846875
668797.61168845,2722299.51610530,454,458,229,19.8469184815621
668797.61168845,2722299.51610530,454,465,234,26.0313365945501
668776.61146191,2722313.41798619,455,449,228,28.1667767815198
668776.61146191,2722313.41798619,455,458,230,8.52188963006579
668776.61146191,2722313.41798619,455,461,232,26.8720100207735
668785.09644136,2722313.55404480,458,454,229,19.8469184815621
668785.09644136,2722313.55404480,458,455,230,8.52188963006579
668785.09644136,2722313.55404480,458,465,233,23.0443137599103
668749.94100778,2722316.37359331,461,449,231,30.1908091766306
668749.94100778,2722316.37359331,461,455,232,26.8720100207735
668749.94100778,2722316.37359331,461,473,237,758.548755397065
668805.46330693,2722324.33510149,465,458,233,23.0443137599103
668805.46330693,2722324.33510149,465,454,234,26.0313365945501
668805.46330693,2722324.33510149,465,469,235,530.344390408252
669136.58585520,2722738.56727015,469,465,235,530.344390408252
668117.54955752,2722795.13661588,472,432,236,1479.35579493231
668171.20326896,2722806.73962392,473,461,237,758.548755397065
